Age; Workclass; Education; Years of Education; Marital Status; Occupation; Relationship; Race; Sex; Hours Work per Week; Income
43;4;16;10;3;3;1;2;0;60;1
30;4;10;13;3;1;6;1;1;40;1
58;6;12;9;3;3;1;2;0;60;0
19;4;12;9;5;8;4;2;1;14;0
21;4;10;13;5;6;2;2;0;40;0
33;4;10;13;3;4;1;2;0;60;1
47;5;5;3;3;14;1;2;0;50;0
52;6;11;16;3;10;1;2;0;60;1
26;4;12;9;1;3;2;2;0;55;0
60;4;12;9;3;3;1;2;0;40;0
21;4;16;10;5;6;4;2;0;40;0
36;4;16;10;3;12;1;2;0;50;1
31;4;16;10;3;3;1;2;0;45;0
50;5;11;16;6;10;2;2;0;40;1
31;2;12;9;1;1;5;2;1;40;0
71;4;12;9;3;3;1;2;0;15;0
58;?;12;9;3;;1;2;0;50;0
30;7;10;13;3;13;1;2;0;40;1
20;4;16;10;5;8;4;2;0;20;0
24;4;12;9;5;4;3;2;0;50;0
35;4;11;16;3;10;1;4;0;40;1
38;7;16;10;6;4;2;2;1;45;0
27;4;12;9;5;7;4;2;1;32;0
29;7;16;10;5;1;5;4;1;40;0
70;?;7;5;7;;5;2;1;15;0
34;4;12;9;3;3;1;2;0;45;0
44;4;6;4;3;3;1;2;0;35;0
43;4;12;9;3;7;1;2;0;40;1
44;6;3;8;3;6;1;1;0;40;1
35;4;13;14;5;12;2;2;0;60;0
27;4;16;10;5;10;2;2;0;40;0
43;2;13;14;5;10;2;2;0;38;0
20;4;16;10;5;12;2;2;1;25;0
42;4;8;12;1;10;5;2;1;40;1
27;7;16;10;3;14;1;2;0;40;0
42;4;12;9;3;3;1;1;0;40;1
20;?;2;7;4;;4;4;1;40;0
24;4;7;5;5;7;2;2;0;40;0
48;1;16;10;1;4;2;2;0;40;0
17;?;2;7;5;;4;2;1;20;0
17;6;2;7;5;5;4;2;0;10;0
33;4;10;13;3;4;1;2;0;40;1
50;5;12;9;3;12;1;2;0;50;1
22;4;12;9;5;12;4;2;1;40;0
17;4;3;8;5;8;4;2;0;16;0
32;4;16;10;3;1;1;2;0;40;0
31;4;12;9;5;3;2;2;0;45;0
58;6;12;9;7;4;2;2;0;50;0
29;2;12;9;5;11;4;2;0;48;0
37;4;9;11;3;3;1;2;0;40;1
34;6;12;9;3;3;1;2;0;40;1
23;2;16;10;6;4;5;1;0;40;0
18;7;2;7;5;1;4;2;1;5;0
34;4;12;9;1;4;2;2;1;40;0
66;?;6;4;5;;2;2;0;4;0
45;2;10;13;3;10;6;2;1;55;0
41;4;13;14;5;4;2;2;0;35;0
26;4;12;9;5;8;3;2;0;30;0
54;2;16;10;3;5;1;2;0;40;0
24;4;16;10;5;7;4;1;1;45;0
42;4;16;10;3;10;1;2;0;50;0
20;4;16;10;5;10;4;2;0;20;0
23;7;10;13;5;13;2;2;1;20;0
25;?;8;12;5;;3;2;0;45;0
35;4;13;14;5;10;2;2;0;60;1
31;4;13;14;3;13;1;2;0;40;1
30;4;10;13;5;10;4;2;1;40;0
19;4;12;9;5;12;4;2;1;20;0
36;2;10;13;5;10;2;2;0;50;0
31;4;10;13;7;12;5;2;1;40;0
21;4;16;10;5;6;4;2;0;30;0
31;6;16;10;3;3;1;2;0;40;0
46;4;11;16;1;10;5;2;1;65;1
44;4;10;13;1;4;4;2;1;50;1
40;4;3;8;3;8;1;1;0;40;0
45;4;16;10;5;12;2;1;0;40;0
60;4;12;9;3;3;1;2;0;35;0
18;4;2;7;5;8;3;2;0;25;0
28;4;10;13;3;10;1;2;0;40;0
36;4;16;10;1;1;5;1;1;40;0
36;4;10;13;6;10;2;2;0;40;0
40;4;9;11;3;13;1;2;0;40;0
36;2;10;13;1;1;5;2;1;35;0
31;4;12;9;6;8;5;1;1;40;0
33;4;12;9;3;7;1;2;0;40;0
19;7;12;9;5;13;4;2;1;40;0
22;4;16;10;5;12;4;2;1;15;0
34;4;10;13;3;4;1;2;0;45;1
33;4;12;9;5;8;2;2;0;40;0
41;4;12;9;3;3;1;2;0;60;0
29;4;10;13;5;10;2;2;0;40;0
50;2;12;9;3;4;1;2;0;42;1
42;4;10;13;3;4;1;2;0;45;1
43;4;10;13;5;10;2;2;0;40;1
44;4;12;9;3;12;6;2;1;40;0
20;4;16;10;5;8;2;2;1;20;0
31;4;12;9;3;8;1;2;0;40;0
65;6;2;7;3;4;1;2;0;59;1
23;4;16;10;5;8;2;2;1;24;0
55;4;16;10;1;1;2;4;1;40;0
26;4;9;11;3;1;1;2;0;45;0
25;4;9;11;5;8;4;2;1;15;0
45;?;16;10;3;;6;1;1;40;0
35;4;16;10;3;3;1;2;0;40;0
36;4;16;10;5;12;2;1;1;36;0
43;7;10;13;3;10;1;2;0;50;0
56;4;12;9;7;8;5;1;1;20;0
42;4;10;13;3;13;1;2;0;40;1
19;4;16;10;5;8;3;2;1;25;0
55;6;12;9;3;14;1;2;0;72;0
42;4;13;14;5;4;2;2;1;50;1
26;4;9;11;5;13;4;2;0;40;0
17;4;3;8;5;6;4;2;0;20;0
42;2;10;13;3;10;6;2;1;40;1
55;4;12;9;3;14;1;2;0;40;1
32;4;16;10;5;1;4;1;1;40;0
29;4;2;7;5;3;4;1;0;40;0
46;7;10;13;3;10;1;2;0;37;0
29;7;10;13;3;4;1;2;0;40;1
22;4;10;13;5;10;5;2;0;20;0
58;6;1;6;3;3;1;2;0;40;0
23;4;12;9;5;14;5;2;0;50;0
39;4;12;9;5;6;2;2;0;40;0
27;4;9;11;5;3;4;2;0;38;0
54;4;12;9;3;14;1;2;0;40;1
33;2;10;13;5;10;2;2;1;45;0
46;1;12;9;3;1;6;2;1;40;1
37;4;12;9;5;5;2;1;0;40;0
36;4;12;9;5;8;2;2;1;18;0
59;2;12;9;3;1;6;2;1;38;1
34;2;12;9;1;11;5;2;0;40;0
53;5;11;16;3;4;1;2;0;70;1
51;4;10;13;5;12;2;2;0;55;1
32;4;1;6;6;8;5;2;1;42;0
31;7;16;10;4;8;3;2;0;40;0
22;4;16;10;3;12;6;2;1;30;0
47;6;10;13;1;12;2;2;1;50;0
32;4;12;9;5;7;2;2;0;40;0
26;4;16;10;5;5;2;2;1;38;0
37;4;5;3;6;5;2;2;0;32;0
31;4;12;9;1;3;5;2;0;55;0
37;4;9;11;3;13;6;2;1;24;1
55;4;12;9;5;12;2;2;0;38;0
23;2;9;11;1;13;2;2;0;56;0
36;4;16;10;1;1;5;2;1;40;0
34;4;13;14;3;10;1;2;0;40;0
43;4;10;13;3;12;1;2;0;50;1
54;4;16;10;5;13;2;2;0;40;0
43;7;16;10;3;3;1;2;0;40;0
28;4;9;11;5;7;2;2;1;42;0
40;4;9;11;3;4;1;2;0;50;1
41;6;16;10;3;4;1;2;0;60;0
40;4;10;13;5;12;2; Other;1;55;1
42;4;16;10;1;1;2;1;1;38;0
61;6;12;9;3;5;1;2;0;50;0
18;4;3;8;5;7;4;2;0;30;0
59;?;12;9;3;;1;2;0;16;0
21;?;12;9;5;;2;2;1;40;0
48;4;9;11;3;13;1;2;0;50;1
41;5;10;13;3;13;1;2;0;40;0
18;?;16;10;5;;4;2;0;33;0
23;4;12;9;5;12;2;2;1;40;0
60;4;12;9;3;14;1;2;0;60;1
22;4;16;10;5;8;3;1;0;20;0
61;4;12;9;3;7;1;2;0;40;0
25;4;12;9;5;7;2;1;0;40;0
46;4;13;14;5;13;2;2;0;35;1
43;4;10;13;3;4;1;2;0;40;1
43;4;8;12;1;3;2;2;0;40;0
24;4;12;9;5;8;4;1;0;30;0
68;6;2;7;5;5;5;2;0;20;0
31;4;12;9;1;1;5;2;1;38;0
17;4;2;7;5;12;4;2;1;20;0
32;4;12;9;3;3;1;2;0;48;1
50;?;13;14;4;;3;2;0;40;0
33;4;10;13;3;10;1;2;0;47;1
64;4;10;13;3;10;1;2;0;40;1
20;4;12;9;5;14;4;2;0;30;0
30;4;12;9;6;8;4;2;1;36;0
22;?;16;10;5;;4;1;0;40;0
43;4;16;10;1;4;2;2;0;45;0
22;4;16;10;5;1;4;2;0;40;0
17;4;1;6;5;5;4;2;0;20;0
47;6;12;9;3;8;6;2;1;75;0
41;4;9;11;5;10;2;2;1;60;0
56;4;16;10;3;3;1;2;0;50;1
64;4;12;9;3;14;1;2;0;45;0
47;4;12;9;3;14;1;2;0;50;1
48;4;9;11;5;1;5;2;0;40;0
31;4;13;14;5;10;2;2;1;46;0
29;4;9;11;5;13;4;2;0;40;0
30;4;12;9;7;1;2;2;1;40;0
32;4;12;9;3;4;1;2;0;60;0
57;4;12;9;7;14;5;2;0;42;1
62;4;12;9;7;8;2;2;1;40;0
39;4;12;9;6;7;5;2;1;24;0
43;4;16;10;5;1;2;2;0;25;0
24;5;10;13;5;12;4;2;0;40;0
42;?;2;7;3;;1;2;0;15;0
53;4;16;10;3;1;6;2;1;40;1
26;4;16;10;5;6;4;2;0;40;0
73;6;12;9;3;4;1;2;0;40;0
72;?;2;7;7;;2;2;1;24;0
55;4;12;9;3;7;1;2;0;40;0
25;4;12;9;1;1;2;2;0;40;0
41;4;10;13;1;10;2;2;1;50;1
24;4;10;13;5;4;2;2;0;50;0
63;4;12;9;7;5;2;2;0;6;0
17;4;2;7;5;12;4;2;0;20;0
35;4;16;10;3;3;1;2;0;50;0
51;4;16;10;3;10;1;2;0;40;1
62;2;10;13;7;10;2;2;1;48;0
55;4;12;9;3;3;1;2;0;40;1
43;4;16;10;1;10;2;2;0;40;0
40;2;12;9;1;8;2;2;1;50;0
37;4;10;13;3;4;1;2;0;45;1
39;4;10;13;3;3;1;2;0;40;0
31;4;12;9;5;3;4;2;0;18;0
61;4;13;14;7;10;2;2;1;40;1
26;4;9;11;1;1;2;2;1;55;0
46;6;12;9;3;12;1;2;0;50;0
26;4;10;13;5;10;2;2;1;40;0
48;7;11;16;1;10;4;2;0;50;1
34;4;12;9;5;14;4;2;0;40;0
34;2;12;9;5;1;4;2;1;40;0
59;4;12;9;3;8;1;2;0;40;1
34;4;10;13;5;10;4;2;1;40;0
49;4;10;13;5;4;2;2;1;56;1
18;4;2;7;5;1;4;2;1;20;0
43;4;12;9;3;5;1;2;0;40;0
48;4;2;7;3;4;1;2;0;50;0
28;5;16;10;3;4;1;2;0;70;0
33;4;12;9;3;7;1;2;0;40;0
24;4;16;10;5;12;2;2;1;15;0
21;4;1;6;5;6;2;2;0;40;0
17;4;2;7;5;12;4;2;0;28;0
39;4;16;10;3;5;1;2;0;50;1
29;6;10;13;6;10;4;2;0;40;0
44;4;10;13;3;4;1;2;0;40;1
24;4;16;10;5;14;4;2;0;50;0
71;6;13;14;3;12;1;2;0;40;1
51;6;10;13;3;12;1;4;0;40;1
55;4;5;3;1;8;5;1;0;25;0
41;4;10;13;3;4;1;2;0;60;1
23;4;12;9;5;6;5;1;1;7;0
38;4;9;11;1;1;5;2;1;40;0
39;4;12;9;3;14;1;2;0;40;1
19;4;12;9;5;1;2;2;1;30;0
49;4;7;5;1;7;2;2;1;40;0
32;4;10;13;3;1;3;2;0;40;1
27;4;12;9;3;3;1;2;0;70;0
38;4;10;13;3;12;1;2;0;50;1
33;4;16;10;3;3;6;2;1;60;0
63;?;16;10;3;;1;2;0;15;0
23;4;10;13;5;4;4;2;0;28;0
33;5;16;10;3;3;1;2;0;60;0
54;6;12;9;3;12;1;1;0;40;0
29;4;9;11;1;13;2;2;1;45;0
48;?;16;10;1;;5;1;1;30;0
35;6;10;13;5;4;2;2;0;40;0
28;4;9;11;3;1;6;4;1;40;0
37;4;10;13;3;10;1;2;0;50;1
42;6;15;15;3;5;1;2;0;65;1
40;4;13;14;3;10;1;2;0;40;0
47;4;16;10;1;12;4;2;0;55;0
22;4;10;13;5;4;4;2;1;50;0
30;4;10;13;3;4;1;2;0;45;1
28;4;12;9;3;13;1;2;0;40;0
63;2;6;4;3;8;1;2;0;55;0
51;6;7;5;3;3;1;2;0;20;0
22;4;12;9;5;6;4;2;1;40;0
27;?;8;12;3;;4;3;0;40;0
35;4;12;9;5;12;2;2;0;45;0
46;4;12;9;1;7;2;2;1;38;0
37;4;16;10;1;7;2;2;0;52;0
24;4;10;13;5;10;4;1;0;15;0
37;6;12;9;1;6;4;2;0;10;0
53;4;16;10;3;13;1;2;0;40;0
27;4;12;9;5;12;2;2;0;30;0
38;4;16;10;1;3;2;2;0;44;0
53;6;1;6;3;5;1;2;0;60;0
34;4;16;10;5;3;2;2;0;40;0
23;4;12;9;5;12;4;1;0;40;0
39;4;10;13;3;4;1;2;0;45;1
43;4;13;14;3;10;6;4;1;50;0
67;5;12;9;3;4;1;4;0;40;1
81;6;12;9;3;4;1;2;0;30;0
21;4;16;10;5;8;4;2;0;20;0
23;4;16;10;5;12;2;2;0;25;0
25;4;16;10;5;14;5;2;0;40;0
42;4;5;3;3;7;6;2;1;38;0
38;4;16;10;3;1;6;1;1;40;0
64;?;12;9;3;;1;2;0;5;0
32;4;12;9;3;7;1;2;0;40;0
37;4;12;9;3;7;1;2;0;40;0
51;4;13;14;3;4;1;2;0;60;1
22;4;16;10;5;12;2;2;1;42;0
33;4;4;2;4;9;2;2;1;40;0
42;4;12;9;1;7;2;2;0;55;0
19;?;16;10;5;;4;2;1;10;0
51;2;14;1;3;8;1;2;0;40;0
23;4;12;9;3;1;6;2;1;40;0
37;4;2;7;3;7;1;2;0;44;1
37;4;12;9;3;3;1;2;0;99;1
47;4;13;14;5;10;2;2;1;25;0
41;4;15;15;3;10;1;2;0;40;1
33;4;12;9;3;3;1;2;0;30;0
31;4;10;13;5;12;2;2;0;40;1
31;4;8;12;1;8;5;3;1;40;0
35;4;12;9;3;7;1;1;0;40;0
38;5;12;9;3;4;1;2;0;40;1
18;4;12;9;5;8;2;2;1;45;0
20;4;12;9;3;7;1;2;0;40;0
54;2;16;10;1;4;5;1;1;35;0
40;4;16;10;1;1;5;2;1;40;0
36;5;10;13;3;4;6;2;1;45;1
43;4;16;10;1;3;5;2;0;35;0
44;6;16;10;1;5;5;2;0;40;0
44;7;12;9;3;10;6;2;1;40;1
43;4;13;14;3;4;1;2;0;43;1
51;4;6;4;7;8;5;1;1;40;0
18;4;12;9;5;8;4;2;1;20;0
51;4;16;10;3;4;1;2;0;40;0
41;4;1;6;3;3;1;2;0;30;0
44;5;16;10;3;12;1;2;0;70;1
33;2;1;6;1;14;2;2;0;40;0
33;6;10;13;3;4;1;2;0;40;1
42;4;8;12;3;4;1;2;0;40;1
25;4;16;10;3;10;1;2;0;45;0
32;4;12;9;1;7;2;2;1;38;0
32;4;10;13;3;3;1;2;0;70;0
36;4;1;6;1;4;5;2;1;40;0
28;4;12;9;3;14;1;2;0;40;0
20;4;12;9;5;8;4;2;1;20;0
35;5;16;10;3;12;1;2;0;60;1
55;6;12;9;3;3;1;2;0;20;0
48;4;10;13;3;4;1;4;0;40;1
36;?;9;11;7;;2;2;1;20;0
34;4;12;9;3;3;1;2;0;35;1
28;4;10;13;5;13;2;2;1;35;0
67;4;10;13;7;4;2;2;0;40;1
37;4;12;9;3;3;1;2;0;40;0
44;4;12;9;5;14;5;2;0;70;0
25;4;16;10;5;12;2;2;1;40;0
21;4;16;10;5;4;2;2;1;40;0
40;7;13;14;3;10;1;2;0;35;1
78;4;12;9;7;8;2;1;1;40;0
34;4;12;9;1;6;4;2;0;40;0
49;4;12;9;5;1;2;2;1;44;0
22;4;8;12;5;1;2;2;1;40;0
23;?;12;9;5;;5;1;1;40;0
60;6;12;9;5;5;5;2;0;42;0
45;2;12;9;7;11;2;2;0;40;1
63;4;9;11;1;8;2;2;1;20;0
41;4;12;9;5;3;4;1;1;35;0
47;4;12;9;1;1;5;2;1;40;0
44;4;12;9;1;3;5;2;0;40;0
51;4;16;10;7;10;2;2;1;40;0
46;4;10;13;5;12;2;2;0;40;0
41;4;9;11;3;7;1;2;0;40;0
50;6;12;9;3;3;1;2;0;30;0
47;4;12;9;3;1;1;2;0;50;1
35;4;12;9;5;4;2;2;0;45;0
56;4;12;9;3;4;1;2;0;55;1
45;4;13;14;1;10;2;2;0;45;0
48;1;10;13;1;4;5;2;0;58;1
40;4;16;10;3;7;1;2;0;40;0
39;5;10;13;3;4;1;2;0;50;1
20;4;16;10;5;8;4;2;0;40;0
50;4;11;16;3;10;1;2;0;65;1
38;7;12;9;3;10;6;2;1;40;1
23;2;10;13;5;10;4;2;1;60;0
31;4;12;9;5;8;4;2;0;16;0
58;4;10;13;3;1;1;2;0;40;0
66;4;12;9;6;7;2;1;0;40;0
39;5;12;9;3;4;1;2;0;40;1
54;6;12;9;3;3;1;2;0;52;1
26;4;16;10;3;12;1;2;0;50;0
51;4;12;9;1;7;2;2;1;40;0
34;4;9;11;5;14;4;2;0;40;0
50;4;12;9;3;7;1;2;0;40;1
42;4;16;10;3;10;1;2;0;44;1
38;4;13;14;3;10;1;2;0;25;0
48;4;6;4;3;6;1;2;0;40;0
33;4;9;11;3;13;6;2;1;40;1
51;4;12;9;7;8;5;2;1;32;0
22;4;12;9;1;3;2;2;0;40;0
19;?;12;9;5;;4;2;0;30;0
41;4;16;10;5;3;2;2;0;50;0
48;2;13;14;3;10;1;2;0;35;1
42;4;12;9;6;12;2;2;1;30;0
34;4;16;10;3;8;1;2;0;40;0
23;4;12;9;5;7;5;1;1;40;0
56;4;12;9;3;8;1;2;0;50;0
30;4;10;13;5;10;2;1;0;45;0
45;4;12;9;3;4;1;2;0;55;1
48;4;1;6;3;1;6;2;1;40;0
48;5;13;14;4;12;2;4;0;50;0
31;4;9;11;5;1;2;2;1;40;0
20;7;8;12;5;8;4;2;0;20;0
27;4;16;10;5;12;2;2;0;40;0
32;4;12;9;5;8;2;1;1;40;0
76;?;6;4;7;;2;2;0;2;0
19;?;12;9;5;;5;2;0;40;0
66;5;7;5;3;4;1;2;0;1;0
37;4;12;9;5;8;2;2;0;75;0
34;4;12;9;1;9;5;1;1;30;0
34;?;2;7;3;;6;2;1;8;0
90;4;12;9;5;8;2;2;1;40;0
23;4;16;10;5;7;4;1;1;40;0
43;4;16;10;1;1;2;2;1;40;0
44;4;10;13;3;4;1;2;0;60;1
24;4;16;10;5;13;2;2;1;37;0
28;4;15;15;1;10;5;2;0;55;0
64;?;8;12;5;;2;2;1;20;0
23;4;16;10;3;8;1;2;0;40;0
20;4;16;10;5;12;2;2;1;50;0
36;4;10;13;3;10;1;2;0;50;1
61;4;12;9;3;7;1;2;0;40;0
53;6;10;13;3;12;1;2;0;40;1
30;4;10;13;3;1;1;2;0;40;1
52;6;16;10;3;12;1;2;0;55;1
38;4;16;10;1;3;2;2;0;40;0
32;4;10;13;3;12;1;2;0;40;0
30;6;3;8;3;14;1;2;0;75;0
41;4;9;11;1;3;2;2;1;40;0
49;2;13;14;3;10;1;2;0;40;1
45;4;12;9;3;3;1;2;0;47;1
43;6;12;9;3;4;1;2;0;35;0
61;4;12;9;3;7;1;2;0;40;0
54;4;12;9;3;8;1;2;0;32;0
34;4;8;12;6;8;5;2;1;40;0
49;4;16;10;3;12;1;2;0;80;1
38;4;16;10;5;8;4;2;0;40;0
35;4;15;15;3;10;1;2;0;80;1
36;4;3;8;3;14;1;2;0;40;0
30;4;10;13;3;4;1;2;0;50;0
36;4;8;12;1;13;2;2;1;60;0
22;2;10;13;5;10;4;2;1;20;0
38;4;12;9;3;3;1;2;0;40;1
37;4;12;9;3;3;1;2;0;50;1
48;7;11;16;3;10;6;2;1;46;1
17;4;2;7;5;1;4;2;0;15;0
19;6;16;10;5;3;4;2;0;20;0
27;4;10;13;5;12;2;1;1;40;0
22;4;10;13;5;12;4;4;0;50;0
49;4;12;9;3;3;1;2;0;40;0
43;7;9;11;3;10;6;2;1;40;1
43;4;10;13;6;10;5;2;1;40;0
19;2;12;9;1;4;2;2;1;35;0
58;6;12;9;3;5;1;2;0;60;0
41;2;16;10;3;11;1;2;0;40;1
31;4;16;10;3;1;1;2;0;40;0
30;4;9;11;3;14;1;2;0;40;0
32;4;12;9;3;11;1;2;0;40;0
29;4;10;13;5;4;2;2;0;35;0
42;4;16;10;3;4;1;2;0;52;1
38;4;12;9;1;3;4;2;0;28;0
41;1;8;12;3;10;1;2;0;40;1
44;6;10;13;5;12;2;2;0;50;1
31;4;11;16;4;10;2;4;0;60;0
34;4;12;9;1;3;2;2;0;40;0
21;4;16;10;5;1;4;2;0;40;0
22;6;10;13;5;10;4;4;0;20;0
62;4;1;6;3;7;1;2;0;40;0
19;?;12;9;5;;4;2;1;40;0
29;5;12;9;3;12;6;2;1;25;1
43;4;16;10;1;10;5;2;1;40;0
68;?;6;4;3;;1;2;0;8;0
45;5;10;13;3;7;1;2;0;60;1
39;5;7;5;3;4;1;2;0;40;0
41;4;10;13;3;4;1;1;0;50;0
34;6;8;12;3;10;6;2;1;25;1
34;2;12;9;1;1;5;2;1;33;0
31;4;10;13;5;10;2;2;0;47;0
29;4;12;9;5;6;4;2;0;25;0
41;4;10;13;3;3;1;2;0;40;1
41;4;9;11;3;14;1;2;0;55;0
35;5;13;14;3;12;1;2;0;45;1
33;4;10;13;3;12;6;2;1;45;1
37;7;10;13;5;1;2;2;0;38;0
69;4;12;9;3;12;6;2;1;40;0
34;4;12;9;1;6;4;2;1;40;0
60;5;9;11;3;7;1;2;0;70;1
36;4;16;10;3;3;1;2;0;40;0
41;4;12;9;3;14;1;2;0;50;0
58;2;10;13;3;10;6;2;1;40;1
53;4;10;13;3;10;1;4;0;40;0
29;4;16;10;3;13;1;2;0;40;0
45;1;12;9;1;13;2;2;1;40;0
34;7;16;10;3;4;1;2;0;38;0
36;4;10;13;3;13;1;2;0;40;0
48;4;16;10;1;8;5;1;1;35;0
20;4;9;11;5;1;4;2;1;40;0
35;4;12;9;3;14;1;2;0;50;1
63;1;12;9;7;6;2;1;0;40;0
41;6;16;10;1;8;5;2;0;45;0
28;4;10;13;3;10;1;2;0;45;0
30;4;16;10;5;7;2;1;1;40;0
34;?;12;9;1;;2;2;1;40;0
31;4;12;9;5;8;5;2;1;40;0
37;4;9;11;5;1;4;2;1;38;0
42;?;16;10;1;;5;2;0;40;0
31;4;16;10;3;4;1;2;0;50;1
46;6;13;14;3;4;1;2;0;45;1
35;1;12;9;3;1;1;1;0;60;1
27;4;12;9;3;3;1;2;0;53;0
41;4;4;2;3;3;1;2;0;35;0
19;4;16;10;5;8;4;2;1;20;0
20;4;16;10;5;12;2;2;0;45;0
59;1;12;9;7;12;5;2;1;40;0
40;4;10;13;5;8;2;2;0;37;0
56;6;16;10;3;12;1;2;0;60;0
33;4;13;14;3;10;1;2;0;44;1
30;5;16;10;5;4;2;2;1;60;0
46;4;12;9;3;7;1;2;0;50;0
61;5;12;9;3;4;1;2;0;35;1
50;5;12;9;3;4;1;2;0;40;1
25;4;12;9;5;8;4;2;0;30;0
40;4;16;10;1;1;5;2;1;39;0
24;?;16;10;5;;2;2;0;40;0
51;4;12;9;3;3;1;2;0;54;0
43;7;12;9;3;11;1;2;0;40;0
34;4;16;10;3;5;1;2;0;54;0
46;4;12;9;3;4;1;2;0;45;1
28;7;13;14;3;10;6;2;1;50;1
26;4;10;13;5;14;5;4;0;40;0
20;4;12;9;5;6;4;2;0;28;0
44;4;9;11;3;3;1;2;0;40;0
51;4;12;9;7;14;5;2;0;40;0
33;4;10;13;3;12;1;2;0;60;1
54;4;8;12;3;13;1;2;0;40;1
50;4;10;13;3;10;6;2;1;40;1
33;4;12;9;1;1;2;1;1;40;0
65;4;10;13;3;1;1;2;0;20;1
22;?;16;10;5;;4;2;1;8;0
88;6;15;15;3;10;1;2;0;40;0
40;4;12;9;1;14;2;2;0;40;0
51;4;12;9;1;1;2;2;1;43;0
50;4;2;7;1;8;2;1;1;40;0
25;4;13;14;3;5;2;2;0;99;1
20;4;9;11;5;8;2;2;0;30;0
47;4;12;9;3;8;1;2;0;40;0
58;?;16;10;3;;1;2;0;40;1
22;4;9;11;5;1;4;2;1;30;0
50;7;12;9;3;10;1;2;0;48;1
47;4;12;9;5;1;5;2;1;40;0
24;2;2;7;5;8;2;4;0;45;0
50;?;12;9;3;;1;2;0;40;1
40;4;10;13;1;4;2;2;1;45;1
36;4;10;13;3;10;1;2;0;40;0
32;4;12;9;3;1;1;2;0;40;0
44;4;12;9;3;3;1;2;0;40;0
51;?;13;14;3;;1;2;0;40;0
59;1;16;10;5;4;4;1;1;40;0
65;4;12;9;3;3;1;2;0;30;0
24;7;10;13;5;1;2;2;1;65;0
27;2;10;13;5;10;4;2;0;35;0
51;4;9;11;1;8;2;2;0;40;0
48;4;16;10;3;3;1;2;0;40;1
39;4;12;9;3;14;1;2;0;60;0
28;4;10;13;3;13;1;2;0;40;0
19;4;16;10;5;8;4;2;1;25;0
49;2;10;13;1;10;2;1;1;40;0
51;2;8;12;3;10;1;2;0;60;0
59;4;13;14;3;10;1;2;0;55;0
18;4;12;9;5;7;4;2;1;40;0
50;4;12;9;3;3;1;2;0;40;0
45;1;12;9;3;1;1;1;0;80;1
30;2;10;13;3;10;1;2;0;50;1
37;4;10;13;1;3;2;2;0;35;0
44;4;10;13;5;8;2;2;0;40;1
33;4;16;10;3;3;1;1;0;40;0
61;5;13;14;3;12;1;2;0;40;1
61;2;12;9;3;11;1;2;0;40;0
38;4;10;13;3;12;1;2;0;42;1
22;?;16;10;5;;4;2;0;30;0
36;4;12;9;3;7;1;2;0;45;0
44;5;16;10;3;12;1;2;0;60;1
37;4;16;10;6;1;4;2;0;62;0
31;4;16;10;1;3;5;2;1;20;0
54;4;11;16;3;10;1;2;0;45;1
20;4;16;10;5;8;4;2;0;16;0
63;?;10;13;7;;2;2;1;40;1
48;6;16;10;3;3;1;3;0;40;1
33;?;12;9;1;;2;4;1;41;0
31;4;10;13;1;4;2;2;0;45;0
38;4;15;15;3;10;1;2;0;40;1
45;6;12;9;3;3;1;2;0;40;1
48;4;12;9;3;3;1;2;0;40;0
53;4;16;10;3;3;1;2;0;40;0
55;4;12;9;7;1;4;2;1;40;0
38;4;13;14;3;14;1;2;0;72;1
29;4;12;9;5;1;2;2;1;40;0
36;4;10;13;3;10;1;2;0;60;1
42;6;16;10;3;5;1;2;0;60;0
50;4;12;9;1;1;5;2;1;40;0
75;6;15;15;3;10;1;2;0;35;0
46;4;10;13;3;10;1;2;0;40;1
52;1;12;9;1;1;5;2;1;40;0
27;4;10;13;5;1;2;2;1;40;0
43;4;12;9;3;3;1;2;0;45;0
31;4;2;7;6;8;2;1;1;42;0
23;4;16;10;5;12;2;2;1;30;0
34;4;12;9;5;12;2;2;1;24;0
41;6;12;9;3;12;3;2;1;40;0
31;4;12;9;5;8;4;2;1;30;0
42;4;16;10;5;1;4;2;1;40;0
35;4;13;14;5;10;2;2;0;45;1
55;4;12;9;6;1;2;2;1;25;0
36;7;12;9;7;4;2;2;1;40;0
65;6;12;9;3;4;1;2;0;59;1
38;2;16;10;5;8;2;2;0;12;0
62;4;16;10;7;8;2;2;1;20;0
54;5;15;15;3;10;1;2;0;60;1
49;4;12;9;1;1;2;2;0;40;0
34;4;12;9;3;1;6;2;1;40;0
32;4;12;9;5;6;4;2;1;40;0
51;5;13;14;3;4;1;2;0;50;1
48;6;16;10;3;4;1;2;0;60;0
30;4;12;9;3;1;1;2;0;40;0
52;1;12;9;1;1;2;2;1;43;0
28;6;16;10;5;14;2;2;0;40;0
29;4;12;9;3;3;1;4;0;40;0
38;4;10;13;5;1;2;2;1;50;0
57;4;12;9;3;12;1;2;0;50;1
43;1;10;13;3;10;1;2;0;40;1
37;7;16;10;6;1;2;2;0;40;0
30;4;12;9;3;3;1;2;0;40;0
53;4;12;9;3;14;1;2;0;48;1
69;?;9;11;7;;2;2;1;1;0
73;4;12;9;7;8;2;2;1;37;0
22;5;16;10;5;3;4;2;0;35;0
31;4;12;9;5;12;2;2;1;45;0
38;4;10;13;3;10;1;2;0;40;1
